PARL_ROW_ID,MYNETA_ROW_ID,match_score,name_score,party_score,review_priority
2700,4666,0.9571428571428571,0.9523809523809523,1.0,P3
2720,6004,0.9769230769230769,0.9743589743589743,1.0,P2
2732,8603,0.9857142857142858,1.0,0.8571428571428571,P1
2926,7298,0.9769230769230769,0.9743589743589743,1.0,P2
2944,8129,0.9400000000000001,0.9333333333333333,1.0,P4
2950,4901,0.964,0.96,1.0,P3
3206,6836,0.9571428571428571,0.9523809523809523,1.0,P3
3229,9901,0.9666666666666666,0.9629629629629629,1.0,P3
3232,9371,0.964,0.96,1.0,P3
3263,9618,0.9742857142857143,0.9714285714285714,1.0,P2
3467,10908,0.9709677419354839,0.967741935483871,1.0,P2
3507,8694,0.9727272727272728,0.9696969696969697,1.0,P2
3508,9772,0.9470588235294117,0.9411764705882353,1.0,P4
3537,5584,0.9823529411764705,0.9803921568627451,1.0,P1
3596,5904,0.9857142857142858,1.0,0.8571428571428571,P1
3670,5344,0.9808510638297872,0.9787234042553191,1.0,P1
3671,7435,0.9742857142857143,0.9714285714285714,1.0,P2
3676,6082,0.9571428571428571,0.9523809523809523,1.0,P3
3677,6495,0.9756756756756757,0.972972972972973,1.0,P2
3678,6383,0.9571428571428571,0.9523809523809523,1.0,P3
3680,4218,0.9727272727272728,0.9696969696969697,1.0,P2
3720,5621,0.9861538461538462,0.9846153846153847,1.0,P1
3763,4564,0.9608695652173913,0.9565217391304348,1.0,P3
3801,6432,0.9457831325301205,0.9397590361445783,1.0,P4
3824,5709,0.9756756756756757,0.972972972972973,1.0,P2
3877,9639,0.98,0.9777777777777777,1.0,P1
4069,9717,0.9709677419354839,0.967741935483871,1.0,P2
4206,2362,0.9750000000000001,1.0,0.75,P2
4219,9265,0.9470588235294117,0.9411764705882353,1.0,P4
4221,5703,0.964,0.96,1.0,P3
4237,1945,0.9750000000000001,1.0,0.75,P2
4276,7288,0.9709677419354839,0.967741935483871,1.0,P2
4279,9091,0.9526315789473684,0.9473684210526315,1.0,P3
4284,8754,0.9526315789473684,0.9473684210526315,1.0,P3
4328,9517,0.9689655172413794,0.9655172413793104,1.0,P3
4333,9445,0.9666666666666666,0.9629629629629629,1.0,P3
4339,4256,0.9769230769230769,0.9743589743589743,1.0,P2
4448,6263,0.9836363636363636,0.9818181818181818,1.0,P1
4569,8696,0.9742857142857143,0.9714285714285714,1.0,P2
4573,3580,0.9709677419354839,0.967741935483871,1.0,P2
4576,6572,0.9470588235294117,0.9411764705882353,1.0,P4
4773,6516,0.9852459016393442,0.9836065573770492,1.0,P1
4784,3535,0.98,0.9777777777777777,1.0,P1
4791,5323,0.9742857142857143,0.9714285714285714,1.0,P2
4800,673,0.9608695652173913,0.9565217391304348,1.0,P3
4807,8296,0.964,0.96,1.0,P3
4810,8921,0.9470588235294117,0.9411764705882353,1.0,P4
4814,4933,0.9400000000000001,0.9333333333333333,1.0,P4
4816,9248,0.9571428571428571,0.9523809523809523,1.0,P3
4820,4990,0.9709677419354839,0.967741935483871,1.0,P2
4832,3387,0.9571428571428571,0.9523809523809523,1.0,P3
4835,6718,0.9709677419354839,0.967741935483871,1.0,P2
4837,7781,0.9400000000000001,0.9333333333333333,1.0,P4
4840,5683,0.9666666666666666,0.9629629629629629,1.0,P3
4850,8407,0.9571428571428571,0.9523809523809523,1.0,P3
4852,8426,0.9400000000000001,0.9333333333333333,1.0,P4
4900,7902,0.964,0.96,1.0,P3
4960,9423,0.9590909090909091,0.9545454545454546,1.0,P3
4963,6667,0.9727272727272728,0.9696969696969697,1.0,P2
4966,3578,0.964,0.96,1.0,P3
4998,8737,0.9727272727272728,0.9696969696969697,1.0,P2
5002,2384,0.9750000000000001,1.0,0.75,P2
5012,4765,0.9400000000000001,0.9333333333333333,1.0,P4
5056,8220,0.9653846153846154,0.9615384615384616,1.0,P3
5150,6175,0.9709677419354839,0.967741935483871,1.0,P2
5188,3803,0.971875,0.96875,1.0,P2
5195,9766,0.9513513513513513,0.9459459459459459,1.0,P3
5199,5784,0.9608695652173913,0.9565217391304348,1.0,P3
5202,5872,0.9666666666666666,0.9629629629629629,1.0,P3
5203,5264,0.9816326530612245,0.9795918367346939,1.0,P1
5229,7214,0.95,0.9444444444444444,1.0,P3
5259,10560,0.9750000000000001,1.0,0.75,P2
5347,5602,0.98,0.9777777777777777,1.0,P1
5390,8654,0.9689655172413794,0.9655172413793104,1.0,P3
5423,6885,0.9526315789473684,0.9473684210526315,1.0,P3
5541,9279,0.9689655172413794,0.9655172413793104,1.0,P3
5576,3766,0.9526315789473684,0.9473684210526315,1.0,P3
5582,5894,0.964,0.96,1.0,P3
5588,7988,0.955,0.95,1.0,P3
5589,9930,0.9689655172413794,0.9655172413793104,1.0,P3
5611,8595,0.9470588235294117,0.9411764705882353,1.0,P4
5612,9897,0.9400000000000001,0.9333333333333333,1.0,P4
5634,8727,0.9689655172413794,0.9655172413793104,1.0,P3
5642,8368,0.9742857142857143,0.9714285714285714,1.0,P2
5643,10837,0.9769230769230769,0.9743589743589743,1.0,P2
5646,7160,0.9709677419354839,0.967741935483871,1.0,P2
5787,4848,0.9608695652173913,0.9565217391304348,1.0,P3
5797,4100,0.9470588235294117,0.9411764705882353,1.0,P4
5798,4306,0.9756756756756757,0.972972972972973,1.0,P2
5807,4624,0.95,0.9444444444444444,1.0,P3
5808,8090,0.9526315789473684,0.9473684210526315,1.0,P3
5823,5664,0.9742857142857143,0.9714285714285714,1.0,P2
5848,2623,0.9750000000000001,1.0,0.75,P2
5925,10135,0.9608695652173913,0.9565217391304348,1.0,P3
5964,4417,0.9470588235294117,0.9411764705882353,1.0,P4
5994,2805,0.9750000000000001,1.0,0.75,P2
6013,780,0.9750000000000001,1.0,0.75,P2
6131,2477,0.9750000000000001,1.0,0.75,P2
6165,8615,0.9400000000000001,0.9333333333333333,1.0,P4
6176,4532,0.9526315789473684,0.9473684210526315,1.0,P3
6326,4474,0.9808510638297872,0.9787234042553191,1.0,P1
6328,5061,0.9873239436619718,0.9859154929577465,1.0,P1
6340,8415,0.9727272727272728,0.9696969696969697,1.0,P2
6389,212,0.9750000000000001,1.0,0.75,P2
6437,7323,0.9666666666666666,0.9629629629629629,1.0,P3
6438,9866,0.9780487804878049,0.975609756097561,1.0,P2
6447,4303,0.9823529411764705,0.9803921568627451,1.0,P1
6472,6913,0.9666666666666666,0.9629629629629629,1.0,P3
6484,9120,0.9709677419354839,0.967741935483871,1.0,P2
6488,6285,0.95,0.9444444444444444,1.0,P3
6492,5442,0.9709677419354839,0.967741935483871,1.0,P2
6517,7188,0.97,0.9666666666666667,1.0,P2
6520,5954,0.9666666666666666,0.9629629629629629,1.0,P3
6563,4155,0.9470588235294117,0.9411764705882353,1.0,P4
6589,6094,0.9830188679245283,0.9811320754716981,1.0,P1
6644,10533,0.955,0.95,1.0,P3
6659,5351,0.9400000000000001,0.9333333333333333,1.0,P4
6664,9798,0.9689655172413794,0.9655172413793104,1.0,P3
6668,4307,0.9400000000000001,0.9333333333333333,1.0,P4
6730,2988,0.9750000000000001,1.0,0.75,P2
6785,10348,0.964,0.96,1.0,P3
6838,3299,0.95,0.9444444444444444,1.0,P3
6864,7109,0.9666666666666666,0.9629629629629629,1.0,P3
6901,8780,0.9470588235294117,0.9411764705882353,1.0,P4
6909,10875,0.9847457627118644,0.9830508474576272,1.0,P1
7013,6998,0.955,0.95,1.0,P3
7048,6992,0.9816326530612245,0.9795918367346939,1.0,P1
7050,4287,0.9842105263157894,0.9824561403508771,1.0,P1
7056,5277,0.9727272727272728,0.9696969696969697,1.0,P2
7113,6388,0.9608695652173913,0.9565217391304348,1.0,P3
7144,10386,0.964,0.96,1.0,P3
7169,6777,0.94375,0.9375,1.0,P4
7230,4629,0.9847457627118644,0.9830508474576272,1.0,P1
7232,6301,0.9780487804878049,0.975609756097561,1.0,P2
7234,6298,0.955,0.95,1.0,P3
7278,7530,0.9756756756756757,0.972972972972973,1.0,P2
7279,8323,0.9727272727272728,0.9696969696969697,1.0,P2
7308,5619,0.9689655172413794,0.9655172413793104,1.0,P3
7316,5505,0.9608695652173913,0.9565217391304348,1.0,P3
7330,4604,0.9727272727272728,0.9696969696969697,1.0,P2
7334,10664,0.9742857142857143,0.9714285714285714,1.0,P2
7346,4523,0.9742857142857143,0.9714285714285714,1.0,P2
7361,9848,0.9526315789473684,0.9473684210526315,1.0,P3
7364,8692,0.9756756756756757,0.972972972972973,1.0,P2
7383,10230,0.9709677419354839,0.967741935483871,1.0,P2
7386,10232,0.9666666666666666,0.9629629629629629,1.0,P3
7393,6107,0.9571428571428571,0.9523809523809523,1.0,P3
7408,7860,0.9742857142857143,0.9714285714285714,1.0,P2
7410,6147,0.9709677419354839,0.967741935483871,1.0,P2
7452,4798,0.95,0.9444444444444444,1.0,P3
7455,9932,0.9470588235294117,0.9411764705882353,1.0,P4
7505,10876,0.9400000000000001,0.9333333333333333,1.0,P4
7549,2957,0.9750000000000001,1.0,0.75,P2
7608,3295,0.98,0.9777777777777777,1.0,P1
7610,3412,0.9842105263157894,0.9824561403508771,1.0,P1
7612,4077,0.964,0.96,1.0,P3
7614,7768,0.9852459016393442,0.9836065573770492,1.0,P1
7617,3296,0.9836363636363636,0.9818181818181818,1.0,P1
7625,10270,0.955,0.95,1.0,P3
7639,10060,0.94375,0.9375,1.0,P4
7763,9047,0.9678571428571429,0.9642857142857143,1.0,P3
7802,10116,0.9857142857142858,1.0,0.8571428571428571,P1
7816,4364,0.9727272727272728,0.9696969696969697,1.0,P2
7875,5767,0.9590909090909091,0.9545454545454546,1.0,P3
8070,8125,0.9727272727272728,0.9696969696969697,1.0,P2
8071,10381,0.9709677419354839,0.967741935483871,1.0,P2
8072,8343,0.955,0.95,1.0,P3
8083,5367,0.9571428571428571,0.9523809523809523,1.0,P3
8114,7639,0.9823529411764705,0.9803921568627451,1.0,P1
8118,6503,0.9470588235294117,0.9411764705882353,1.0,P4
8119,6483,0.9769230769230769,0.9743589743589743,1.0,P2
8214,9408,0.9780487804878049,0.975609756097561,1.0,P2
8222,6822,0.98,0.9777777777777777,1.0,P1
8227,6344,0.9830188679245283,0.9811320754716981,1.0,P1
8309,6556,0.9727272727272728,0.9696969696969697,1.0,P2
8371,9847,0.9608695652173913,0.9565217391304348,1.0,P3
8437,7044,0.9571428571428571,0.9523809523809523,1.0,P3
8521,5168,0.9571428571428571,0.9523809523809523,1.0,P3
8522,6582,0.9571428571428571,0.9523809523809523,1.0,P3
8592,8358,0.9857142857142858,1.0,0.8571428571428571,P1
8689,7717,0.9608695652173913,0.9565217391304348,1.0,P3
8767,10606,0.9666666666666666,0.9629629629629629,1.0,P3
8779,9853,0.9780487804878049,0.975609756097561,1.0,P2
8792,8588,0.98,0.9777777777777777,1.0,P1
8801,7296,0.9808510638297872,0.9787234042553191,1.0,P1
8832,4941,0.9808510638297872,0.9787234042553191,1.0,P1
8835,10390,0.9526315789473684,0.9473684210526315,1.0,P3
8884,9507,0.9709677419354839,0.967741935483871,1.0,P2
8887,4650,0.98,0.9777777777777777,1.0,P1
8892,6490,0.9571428571428571,0.9523809523809523,1.0,P3
8924,10476,0.9727272727272728,0.9696969696969697,1.0,P2
8965,4654,0.955,0.95,1.0,P3
9021,9489,0.9470588235294117,0.9411764705882353,1.0,P4
9067,3376,0.9756756756756757,0.972972972972973,1.0,P2
9068,4507,0.9742857142857143,0.9714285714285714,1.0,P2
9124,5580,0.9709677419354839,0.967741935483871,1.0,P2
9126,10331,0.9571428571428571,0.9523809523809523,1.0,P3
9144,4425,0.9400000000000001,0.9333333333333333,1.0,P4
9208,4225,0.9836363636363636,0.9818181818181818,1.0,P1
9213,9029,0.9750000000000001,1.0,0.75,P2
9216,4450,0.9888888888888888,0.9876543209876543,1.0,P1
9247,891,0.9750000000000001,1.0,0.75,P2
9265,9412,0.9608695652173913,0.9565217391304348,1.0,P3
9268,6427,0.9584615384615385,0.9538461538461539,1.0,P3
9274,4549,0.9590909090909091,0.9545454545454546,1.0,P3
9275,6370,0.9689655172413794,0.9655172413793104,1.0,P3
9299,4455,0.9769230769230769,0.9743589743589743,1.0,P2
9301,6669,0.9790697674418605,0.9767441860465116,1.0,P2
9304,4451,0.9709677419354839,0.967741935483871,1.0,P2
9344,6480,0.9742857142857143,0.9714285714285714,1.0,P2
9350,7646,0.9852459016393442,0.9836065573770492,1.0,P1
9360,10466,0.9857142857142858,1.0,0.8571428571428571,P1
9361,6456,0.9750000000000001,1.0,0.75,P2
9373,7706,0.98,0.9777777777777777,1.0,P1
9396,9881,0.9823529411764705,0.9803921568627451,1.0,P1
9455,4315,0.98,0.9777777777777777,1.0,P1
9464,9606,0.9454545454545455,0.9393939393939394,1.0,P4
9489,4370,0.9571428571428571,0.9523809523809523,1.0,P3
9491,8410,0.9742857142857143,0.9714285714285714,1.0,P2
9493,7150,0.9571428571428571,0.9523809523809523,1.0,P3
9494,3709,0.9526315789473684,0.9473684210526315,1.0,P3
9498,8591,0.9689655172413794,0.9655172413793104,1.0,P3
9501,4538,0.9666666666666666,0.9629629629629629,1.0,P3
9503,7728,0.9727272727272728,0.9696969696969697,1.0,P2
9579,4279,0.9608695652173913,0.9565217391304348,1.0,P3
9646,7622,0.9823529411764705,0.9803921568627451,1.0,P1
9648,7241,0.9689655172413794,0.9655172413793104,1.0,P3
9719,8498,0.97,0.9666666666666667,1.0,P2
9723,7472,0.9869565217391305,0.9855072463768116,1.0,P1
9859,9734,0.9790697674418605,0.9767441860465116,1.0,P2
9863,5110,0.9816326530612245,0.9795918367346939,1.0,P1
9875,8303,0.9526315789473684,0.9473684210526315,1.0,P3
9889,945,0.9689655172413794,0.9655172413793104,1.0,P3
9923,7467,0.9857142857142858,1.0,0.8571428571428571,P1
9936,9124,0.9750000000000001,1.0,0.75,P2
9991,8351,0.9526315789473684,0.9473684210526315,1.0,P3
10032,3185,0.94375,0.9375,1.0,P4
10470,2305,0.9750000000000001,1.0,0.75,P2
10538,7986,0.9709677419354839,0.967741935483871,1.0,P2
10618,10810,0.9666666666666666,0.9629629629629629,1.0,P3
10619,5753,0.95,0.9444444444444444,1.0,P3
10621,5615,0.9727272727272728,0.9696969696969697,1.0,P2
10643,10671,0.9689655172413794,0.9655172413793104,1.0,P3
10652,7605,0.9727272727272728,0.9696969696969697,1.0,P2
10653,7368,0.9790697674418605,0.9767441860465116,1.0,P2
10742,6652,0.97,0.9666666666666667,1.0,P2
10747,7734,0.9852459016393442,0.9836065573770492,1.0,P1
10751,4072,0.9608695652173913,0.9565217391304348,1.0,P3
10754,6453,0.9842105263157894,0.9824561403508771,1.0,P1
10755,8213,0.9842105263157894,0.9824561403508771,1.0,P1
10799,8152,0.9689655172413794,0.9655172413793104,1.0,P3
10802,7031,0.9742857142857143,0.9714285714285714,1.0,P2
10803,4267,0.9756756756756757,0.972972972972973,1.0,P2
10804,4982,0.9571428571428571,0.9523809523809523,1.0,P3
10805,4840,0.9689655172413794,0.9655172413793104,1.0,P3
10812,10260,0.9653846153846154,0.9615384615384616,1.0,P3
10813,7748,0.9470588235294117,0.9411764705882353,1.0,P4
10912,9129,0.9608695652173913,0.9565217391304348,1.0,P3
10947,8767,0.9526315789473684,0.9473684210526315,1.0,P3
10986,4972,0.9756756756756757,0.972972972972973,1.0,P2
10988,4352,0.9709677419354839,0.967741935483871,1.0,P2
11126,2336,0.9750000000000001,1.0,0.75,P2
11202,2471,0.9750000000000001,1.0,0.75,P2
11377,9861,0.9836363636363636,0.9818181818181818,1.0,P1
11378,3737,0.9571428571428571,0.9523809523809523,1.0,P3
11380,6922,0.9590909090909091,0.9545454545454546,1.0,P3
11384,5393,0.9886075949367089,0.9873417721518988,1.0,P1
11400,4192,0.9425531914893617,0.9361702127659575,1.0,P4
11401,7382,0.9571428571428571,0.9523809523809523,1.0,P3
11485,1718,0.9571428571428571,0.9523809523809523,1.0,P3
11521,3557,0.9861538461538462,0.9846153846153847,1.0,P1
11575,3716,0.95,0.9444444444444444,1.0,P3
11584,3595,0.9571428571428571,0.9523809523809523,1.0,P3
11586,7895,0.9400000000000001,0.9333333333333333,1.0,P4
11651,8738,0.9780487804878049,0.975609756097561,1.0,P2
11698,3079,0.9756756756756757,0.972972972972973,1.0,P2
11718,7227,0.94375,0.9375,1.0,P4
11721,8650,0.9727272727272728,0.9696969696969697,1.0,P2
11760,4687,0.9666666666666666,0.9629629629629629,1.0,P3
11763,10526,0.964,0.96,1.0,P3
11764,10843,0.9666666666666666,0.9629629629629629,1.0,P3
11765,3959,0.9750000000000001,1.0,0.75,P2
11766,9128,0.9823529411764705,0.9803921568627451,1.0,P1
11768,9281,0.9780487804878049,0.975609756097561,1.0,P2
11769,10588,0.9790697674418605,0.9767441860465116,1.0,P2
11772,6807,0.955,0.95,1.0,P3
11775,3379,0.9625,0.9583333333333334,1.0,P3
11776,7232,0.9847457627118644,0.9830508474576272,1.0,P1
11777,6295,0.9780487804878049,0.975609756097561,1.0,P2
11780,9171,0.9526315789473684,0.9473684210526315,1.0,P3
11855,3583,0.9470588235294117,0.9411764705882353,1.0,P4
11857,6965,0.9608695652173913,0.9565217391304348,1.0,P3
11860,6919,0.9400000000000001,0.9333333333333333,1.0,P4
11865,5041,0.9571428571428571,0.9523809523809523,1.0,P3
11898,7812,0.955,0.95,1.0,P3
11904,4543,0.9709677419354839,0.967741935483871,1.0,P2
11911,1550,0.964,0.96,1.0,P3
12065,7855,0.9400000000000001,0.9333333333333333,1.0,P4
12066,5733,0.9571428571428571,0.9523809523809523,1.0,P3
12068,4480,0.964,0.96,1.0,P3
12072,10731,0.95,0.9444444444444444,1.0,P3
12076,3953,0.9709677419354839,0.967741935483871,1.0,P2
12099,2675,0.9750000000000001,1.0,0.75,P2
12192,7251,0.9709677419354839,0.967741935483871,1.0,P2
12193,3978,0.9571428571428571,0.9523809523809523,1.0,P3
12287,6805,0.964,0.96,1.0,P3
12476,4671,0.9780487804878049,0.975609756097561,1.0,P2
12485,6470,0.9769230769230769,0.9743589743589743,1.0,P2
12494,6299,0.9571428571428571,0.9523809523809523,1.0,P3
12495,3461,0.95,0.9444444444444444,1.0,P3
12498,9503,0.9625,0.9583333333333334,1.0,P3
12585,7868,0.9689655172413794,0.9655172413793104,1.0,P3
12813,6423,0.9571428571428571,0.9523809523809523,1.0,P3
12880,4965,0.9608695652173913,0.9565217391304348,1.0,P3
12883,8526,0.9709677419354839,0.967741935483871,1.0,P2
12909,5313,0.9666666666666666,0.9629629629629629,1.0,P3
12912,9990,0.9836363636363636,0.9818181818181818,1.0,P1
12933,9617,0.9727272727272728,0.9696969696969697,1.0,P2
12991,10732,0.964,0.96,1.0,P3
12993,3787,0.9608695652173913,0.9565217391304348,1.0,P3
13000,9008,0.9608695652173913,0.9565217391304348,1.0,P3
13081,3665,0.9727272727272728,0.9696969696969697,1.0,P2
13143,6519,0.9823529411764705,0.9803921568627451,1.0,P1
13217,3340,0.9608695652173913,0.9565217391304348,1.0,P3
13236,4747,0.9608695652173913,0.9565217391304348,1.0,P3
13338,4714,0.964,0.96,1.0,P3
13347,10864,0.9780487804878049,0.975609756097561,1.0,P2
13436,9635,0.97,0.9666666666666667,1.0,P2
13489,4897,0.9857142857142858,1.0,0.8571428571428571,P1
